KEY,doc,raw_doc_tu
343_1,광고자체가 산뜻해서 기억에 남음,광고 자체 산뜻 기억
344_0,부드럽고,부드럽
344_1,맥주특유의 맛이 많이 나서 좋은거 같다,맥주 특유 맛 나서 거
345,시원한 맥주의 느낌을 표현해주어서,시원 맥주 느낌 표현
346,맛도 있거니와 광고모델이 정우성이라서,맛 광고 모델 정우성
348,톡쏘는 특유의 맛,특유 맛
349,톡쏘는 맛이 강하면 목넘김이 시원하다,맛 강하 목 넘기 시원
350_0,맛이 진하고,맛 진하
350_1,뒷맛이 깔끔하다,뒷맛 깔끔
351_0,맛이 깔끔하고,맛 깔끔
351_1,레몬향이 좋아서,레몬 향
352_0,깔끔하고,깔끔
352_1,시원한맛,시원 맛
353,제조맥주와 비슷한 맛 다른맥주와의 맥주 맛의 차별성 특유의 향,제조 맥주 비슷 맛 맥주 맥주 맛 차별성 특유 향
354,맥자구 맛잇어서,맥 자구 맛
355,목넘김이 좋다,목 넘기
356_0,병맥주로 마시기가 편하고,병 맥주 마시 편하
356_1,맛이 있음,맛
357,어딜 가나 있는 맥주라서 쉽게 접할 수 있어서,어디 맥주 접하 수
358,가격이 저렴해서,가격 저렴
361,풍미한 맛,풍미 맛
362,친근함으로 오래도록 판매되어서,친근 판매
363,무난해서,무난
364,다른 맥주와 다르게 목넘김이 좋다,맥주 다르 목 넘기
365_0,그냥 익숙하기도하고,익숙
365_2,맛있음,맛있
366,로고가 인상적이어서,로고 인상
367,재일맛있다,재일 맛있
368,시원한느낌이다,시원 느낌
369_0,맛이 부드럽고,맛 부드럽
369_1,라이트 라는 단어가 칼로리가 적을것 같아 부담이 덜된다,라이트 단어 칼로리 것 부담 덜되
370,레몬 상큼한 맛이 좋아서,레몬 상큼 맛
371,톡쏘는 맛과 목넘김,맛 목 넘기
372_0,익숙하고,익숙
372_1,입맛에 맞아서,입맛
373_0,넘어가는 맛이 부드럽고,넘어가 맛 부드럽
373_1,순해서,순
374,보리의 깊은맛이 느껴진다,보리 맛 느끼
375_0,가장 기본적이고,기본
375_1,대중적인느낌이라서,대중 느낌
376_0,쉽게 구할수있고,구하 수
376_1,회식때 맣이 선호해서,회식 때 선호
377,흑맥주라서,흑 맥주
378,쉽게 구입할 수 있어서,구입 수
379,청량감이 일품임,청량감 일품
380_0,목넘김이 부드럽고,목 넘기 부드럽
380_1,쓴 맛이 없다,맛
381_0,맛이 깔끔하고,맛 깔끔
381_1,시원하다,시원
382_0,개성있고,개성
382_1,참신,참신
384,오래되서,오래되
385,맛있어서,맛있
386,부드러운맛,부드럽 맛
387,깨끗한 느낌이 든다,깨끗 느낌
388,가장 맘에 드는 깔끔한 맛이라서,맘 깔끔 맛
389,탄산의 톡쏘는 맛이 강한점,탄산 맛 강하 점
390,호가든 특유의 맛 때문에,호가든 특유 맛 때문
391_0,국산 맥주중에 맛이 가장좋고,국산 맥주 중 맛
391_1,심플하게 생겨서,심플 생기
392_0,시원하고,시원
392_1,목넘김이 좋음,목 넘기
393,깔끔해서 좋다,깔끔
394,쌉싸름한 맛 거품의 질감,맛 거품 질감
395,쉽게 먹을 수 있어서 좋아한다,수 좋아하
396_0,버드와이저는 다른 상표보다,버드와이저 상표
396_1,색다른 맛이 있기때문입니다,색다르 맛 때문
397_0,다른것에 비해 진하고,것 비하 진하
397_1,향도좋고,향도
397_2,맛있다,맛있
398_0,친숙하고,친숙
398_1,편하다,편하
399,옛날부터 먹어서찾기도 쉽고,옛날
400_0,목넘김이 부드럽고,목 넘기 부드럽
400_1,향이 좋은 것같다,향 것
401,맛이 좋아서,맛
402,맛있다,맛있
403_0,맛이 새롭고,맛 새롭
404,가장 입에 맞는 맛,입 맛
405_0,목넘김이 부드럽고,목 넘기 부드럽
405_1,시원하다,시원
406,맥주가 가진 향을 가장 부드럽게 풀어주는 것 같다,맥주 가지 향 부드럽 것
407_0,목넘김이 좋고,목 넘기
407_1,맛이 구수하다,맛 구수
408,다이어트용,다이어트
409,맛과 목넘김이 좋다,맛 목 넘기
410,내 입맛에 제일 맛있는것 같아서,내 입맛 제일 맛있 것
411,맛이 좋다,맛
412,시원한 첫맛과 부드러운 목넘김 깔끔한 마지막,시원 맛 부드럽 목 넘기 깔끔 마지막
413_0,이미지도 좋고,이미지
413_1,맛도 좋은 것 같다,맛 것
414_0,버드와이저와 잘어울리고,버드와이저 어울리
414_1,브랜드에 대한 인식이 좋다,브랜드 대하 인식
415_0,가장 구매하기 쉬운 맥주이고,구매 맥주
415_1,맛도 괜찮다,맛 괜찮
416_0,맥주 맛이 좋다,맥주 맛
416_1,그전에는 카스를 마셨는데 톡쏘는 맛이 카스보다는 약간만 덜하면서도 부드럽다,그전 카스 마시 맛 카스 약간 덜하 부드럽
417,특유의 풍부한 맛,특유 풍부 맛
418,맛있어 산뜻해,맛있 산뜻
419,친구들과 같이 마시는 경우가 많음 시원한 맛이 좋음,친구 마시 경우 시원 맛
420,맛있어서,맛있
421_0,프리미엄 몰트를 너무 좋아해서 일본 도쿄에 있는 공장 방문했을때 좋았고,프리미엄 몰트 좋아하 일본 도쿄 공장 방문 때
421_1,믿음이 가기 때문에,믿음 때문
422_0,부드럽고,부드럽
422_1,맛있다,맛있
423,ok캐쉬백적립이가능하다,캐쉬 백 적립 가능
424_0,가장 친숙하고,친숙
424_1,가장 처음 접한 맥주,처음 접하 맥주
425_0,사람들이 제일 많이 마시고,사람 제일 마시
425_1,국내맥주중에서 맛이 제일좋은것같다,국내 맥주 중 맛 제일 것
426_0,레몬맛인데요 도수가 낮아서 부담없이 맛도있고,레몬 맛 도수 부담 맛
426_1,여자들끼리의 수다에 안성맞춤,여자 수다 안성맞춤
427_0,보편적으로 가장 많이 접하고,보편 접하
427_1,마실수 있어서,마시 수
428,그냥 익숙해서,익숙
429_0,진하고,진하
429_1,맛있어서,맛있
430,개인의 입맛차이인데 내입맛에 맞아서,개인 입맛 차이 내 입맛
431_0,독일의 느낌이 난다,독일 느낌
431_1,이유는 잘 모르겠다,이유 모르
432_0,광고한 김수현이 좋기도하고,광고 김수현
432_1,카스가 제일 깔끔하고,카스 제일 깔끔
432_2,맛있어요 또 부모님께서 카스만 고집하시는 이유도 있구요,맛있 부모 카스 고집 이유
433_0,우선 인지도면에서 앞서있는듯하고,인지도 면 앞서 듯
433_1,맛이 깔끔하다고,맛 깔끔
433_2,생각이 듬,생각
434_0,다른 맥주보다,맥주
434_1,맛이 깔끔하고,맛 깔끔
434_2,가벼운 느낌이다,가볍 느낌
435,프리미엄의 느낌이 좋아서,프리미엄 느낌이 좋아
436_0,청량감과 쓴맛이 적절하고,청량감 쓴맛 적절
436_1,유럽 본토에서도 인기가 많은 점 때분,유럽 본토 인기 점 때
437_0,맛있다,맛있
437_1,좋은느낌이다,느낌
438,톡쏘는 맛이 내 입맛에 맞다,맛 내 입맛
439,진한 맛이 좋아서,진하 맛
440,칼로리가 낮다해서,칼로리
441_0,향이 너무 독특하지도 않고,향 독특
441_1,적당한 탄산으로 맛이 좋다,적당 탄산 맛
442_0,흑맥주를 좋아하고,흑 맥주 좋아하
442_1,기네스는 거품이 부드럽다,기네스 거품 부드럽
443_0,편의점 등 기타 슈퍼에서 구입하기가 편하고,편의점 등 기타 슈퍼 구입 편하
443_1,우선 익숙해서 손이 가는 제품입니다,익숙 손 제품
443_2,가격도 수입 맥주에 비해 저렴한 편이고,가격 수입 맥주 비하 저렴 편
443_3,맥주의 맛에도 노출이 많이 된 편이라 가장 선호하는 맥주입니다,맥주 맛 노출 편 선호 맥주
444,그냥 왠지 자주마시게 되니깐 습관적으로,마시 습관
445_0,맥주 맛이 다르고,맥주 맛 다르
445_1,상표 로고가 시원한 느낌을 준다,상표 로고 시원 느낌
446,레몬맛이 가벼워서,레몬 맛 가볍
447_0,깨끗하고,깨끗
447_1,청량한 맛이 좋아서,청량 맛
448,친숙해서,친숙
449_0,맛이 깔끔하고,맛 깔끔
449_1,시원하며 뒷맛이 좋다,시원 뒷맛
450_0,텔레비젼 광고도 좋아하고,텔레비젼 광고 좋아하
450_1,내가 좋아하는 맛이다,내 좋아하 맛
451_0,맛이 깔끔하고,맛 깔끔
451_1,편의점에서 자주 접할 수 있고,편의점 접하 수
451_2,가격도 외국맥주에 비해 적당한 편이다,가격 외국 맥주 비하 적당 편
452,레몬향과 달콤함이 있어서 좋다,레몬 향 달콤
453_0,가격이 저렴하고,가격 저렴
453_1,목넘김이 부드러워서,목 넘기 부드럽
454_0,맥주 맛도 모르면서 라는 광고,맥주 맛 모르 광고
454_1,카피가 말하듯 제대로 만든 국산 맥주라는 이야기를 들어서,카피 말 만들 국산 맥주 이야기
455_0,맥주가 깔끔하고,맥주 깔끔
455_1,맛있음,맛있
456_0,집안 어른들이 하이트를 주로 마시다보니 그 상표에 오래 노출이 되었고,집안 어른 하이트 마시 상표 노출
456_1,나 역시 하이트를 주로 마시고,나 하이트 마시
456_2,좋아하다보니 더 좋은 이미지로 기억에 남아서 맥주 상표가 좋은 것 같다,좋아하 이미지 기억 맥주 상표 것
457,일반 맥주와는 다른 맛을 느낄 수 있다흑맥이라서,일반 맥주 맛 느끼 수 있다 흑 맥
458,대중적이면서 풍미랑 목넘김이 좋음,대중 풍미 목 넘기
459,거품이 마음에 들어서,거품 마음
460_0,달콤하고,달콤
460_1,맛이 있기때문,맛 때문
461,카스에 톡쏘는 맛이 맛있습니다,카스 맛 맛있
462,입맛에 맞다,입맛
463_0,부드럽고,부드럽
463_1,맛있음,맛있
464,맛있어서,맛있
465_0,맛이 진하다,맛 진하
465_1,시원한 느낌,시원 느낌
466,친숙하다,친숙
467,부드러운향 이나는데 이향이 이맥주를 기억하게 만든다,부드럽 향 이 이향 맥주 기억 만들
468,깔끔하다,깔끔
469_0,카스맥주에 반해 덜 쏘고,카스 맥주 반하
469_1,고유의 맥주맛이 중후한 보리맛이 느껴진다,고유 맥주 맛 중후 보리 맛 느끼
470,거품과 병 디자인,거품 병 디자인
471_0,왠지 모를 세련된 이미지를 구축하고,모르 세련 이미지 구축
471_2,보통 축구 챔피언스리그 협찬으로 많이 나오는데 거기에 따른 긍정적 효과가 있다고,축구 챔피언스리그 협찬 나오 거기 따르 긍정 효과
471_3,생각합니다,생각
472_0,시원하고,시원
472_1,깔끔한 뒷맛,깔끔 뒷맛
473_0,알콜도수가 높지 않아 맛이 깔끔하고,알콜 도수 맛 깔끔
473_1,상쾌하다,상쾌
474_0,한국적이고,한국
474_1,청량한 맛이 좋다,청량 맛
475,상표도 좋아하지만 이미지 자체를 좋아합니다,상표 좋아하 이미지 자체 좋아하
476_0,맛이 깔끔하고,맛 깔끔
476_1,대중적이여서 어디서든지 구입하기 쉽다,대중 어디 구입
477,밀맥주의 부드러움,밀 맥주 부드럽
478_0,맛이 가벼우면서 끝맛이 깔끔하다,맛 가볍 끝 맛 깔끔
478_1,탄산이 살아있어 청량감이 시원하다,탄산 청량감 시원
479_0,내 입막에 맞다,내 입 막
479_1,뒤끝이 시원하고,뒤끝 시원
479_2,깔끔하다,깔끔
479_3,개인적인 입맛인지 몰라도 쓴맛이 덜하다,개인 입맛 모르 쓴맛 덜하
480,카스짱,카스
481,레몬맞이 맛있으니까,레몬 맞이 맛있
482,맛 좋음 부드러움,맛 부드럽
483_0,맛이 부드럽고,맛 부드럽
483_1,시운한 맛이 강함,시 운 맛 강하
484,미실때 시원함과 쏘는맛이 제일 좋아서,미실 때 시원 맛 제일
485_0,톡쏘는 느낌이 좋고,느낌
485_1,칼로리가 조금이나마 낮으며 맛이 있다,칼로리 조금 맛
486,향이 좋다,향
487,국산,국산
488_0,맛있기때문에 끝맛이 다른것보다,맛있 때문 끝 맛 것
488_1,가볍고,가볍
488_2,무겁지않다,무겁
488_3,깔끔하다,깔끔
488_4,맛이,맛
489_0,상쾌하고,상쾌
489_1,톡쏘는 느낌이 좋다,느낌
490,톡톡쏘는 맛이 좋으니 당연 카스만 찾을 수 밖에,맛 당연 카스 수 밖
491_0,시원하고,시원
491_1,상쾌한 맛이 좋다,상쾌 맛
492,그냥 맛있음,맛있
493,개인적으로 좋아하는 수입맥주여서,개인 좋아하 수입 맥주
494_0,다른맥주보다,맥주
494_1,톡 쏘는 맛이 강해서,맛 강하
495_0,톡쏘는 맛이 좋고,맛
495_1,개인적인 입맛에 맞다,개인 입맛
495_2,대표적인 국내 브랜드인 하이트는 싱겁고,대표 국내 브랜드 하이트 싱겁
495_3,밍숭맹숭한데 반해 카스는 뭔가 만족감을 주는 풍부한 맛이다,반하 카스 뭐 만족감 풍부 맛
496,끝맛이 깔끔해서,끝 맛 깔끔
498_0,맥주맛이 신선하고,맥주 맛 신선
498_1,개운함,개운
499,맥주맛과 잘어울린다,맥주 맛 어울리
500,심플하면서 눈에 들어옴 ,심플 눈 들어오
501_0,끝맛에 쓴맛이 없고,끝 맛 쓴맛
501_1,목넘김이 부드럽고,목 넘기 부드럽
501_2,땄을 때 거품이 쉽게 죽지 않는다,때 거품
502,맥주맛이 순하다,맥주 맛 순하
503_0,좋아하는 이유는 다름이 아니라 입맛에 맞아서 입니다,좋아하 이유 다르 입맛
503_1,다른맥주는 뭔가 쏘는 맛이 약한데 비해 하이트는 쏘는맛이 좋습니다,맥주 뭐 맛 약하 비하 하이트 맛
503_3,다른 맥주에 비해 취하는 정도도 제일 적당한것 같습니다,맥주 비하 취하 정도 제일 적당 것
503_4,여러모로 소비자에게 맞는 맥주가 아닐까 합니다,소비자 맥주
503_5,물론 주관적인 판단이지만요,주관 판단
504,상큼한 느낌이 있음,상큼 느낌
505,부드러워서,부드럽
506_0,깔끔하다,깔끔
506_1,심플하다,심플
507,깔끔한맛,깔끔 맛
508,맛있어용 ,맛있
509,요즘음 맛이 좀 떨어졌지만 예전엔 맛이 좋았음 그래서 좋아했었음,요즘 음 맛 떨어지 예전 맛 좋아하
510_0,맥주맛이 부드럽고,맥주 맛 부드럽
510_1,순하다,순하
511,색상맛병효모 모두 좋아서 입니다,색상 맛 병 효모
512,목넘김이 굉장히 부드럽다,목 넘기 부드럽
513,대중적이기 때문에,대중 때문
514,상표 로고가 와 닿음,상표 로고
515,쉽게 접할 수 있음,접하 수
516,뒷끝맛이 개운했다,끝 맛 개운
517_0,가장 대중적이고,대중
517_1,맛이좋다,맛
518,고급스러운이미지,고급 이미지
519,맛있어서,맛있
520,맛 청량감,맛 청량감
521_0,다른 맥주보다,맥주
521_1,목넘김이 부드럽고,목 넘기 부드럽
521_2,여자가 마시기에 적합한 맥주기때문에,여자 마시 적합 맥주 때문
522,부드럽다,부드럽
523_0,특유의 쌉싸름한 맛과 크리미한 거품이 풍부하고,특유 맛 크리미 거품 풍부
523_1,마실 때 마다,마시 때 마다
523_2,구수한 풍미를 느낄 수 있어서,구수 풍미 느끼 수
524,맥주맛 이 좋아서,맥주 맛
525,부담없어요,부담
526,유명해서,유명
527,내 입맛에 맞음,내 입맛
528_0,맛이 상쾌하고,맛 상쾌
528_1,컵에 다라 마시는 것도 좋다,컵 마시 것
529,일반적으로 많이 먹는다,일반
530,제일 맛있어요 ,제일 맛있
531,소주와 섞어먹을 때 맛이 좋음 탄산이 살아있음,소주 때 맛 탄산
532,입맛에 잘 맞아서,입맛
533_0,저렴하고,저렴
533_1,가격대비 맛이 좋음,가격 대비 맛
534,맛있어서,맛있
535_0,시원하고,시원
535_1,저 칼로리이므로,칼로리
536,맛이 가장 탁트이는 느낌이 강해서 개인적으로 좋아함,맛 트이 느낌 강하 개인 좋아하
537,국산 맥주와는 달리 진한 보리향이 덜하기 때문,국산 맥주 진하 보리 향 덜하 때문
538_0,다른 맥주와 다르게 달달하고,맥주 다르
538_1,맛있다,맛있
538_2,취하는 줄 모르고,취하 모르
538_3,마시게 된다,마시
539,그나마 많이 마셔봐서,마시
540_0,깔끔하고,깔끔
540_1,시원해요,시원
541,맛있다,맛있
542_0,광고가 가장 기억에 남습니다,광고 기억
542_1,일단 가장먹고싶은욕구를 일으킬만한 광고이면서 가장 먹고싶을때 떠오르며 맛도 무난하게 괜찮기때문입니다,욕구 일으키 만 광고 때 떠오르 맛 무난 괜찮 때문
543_0,목넘김이 깔끔하고,목 넘기 깔끔
543_1,시원하다,시원
543_2,기분탓인지 술마신뒤 해독도 잘되는것같다,기분 탓 술 마시 뒤 해독 것
