KEY,doc,raw_doc_tu
9506_1,깊으며 부드러운 느낌이 들어 여자들이 편하게 마실수 있어요,부드럽 느낌 여자 편하 마시 수
9507_0,쉽게 구할 수 있고,구하 수
9507_1,가격도 저렴해서,가격 저렴
9508,다른 맥주에 비하여 맛이 독특한 맛이 있는데 그 맛이 은근히 생각나서,맥주 비하 맛 독특 맛 맛 생각나
9509_0,흑맥주를 즐겨마시고,흑 맥주 즐기 마시
9509_1,목넘김이 좋습니다,목 넘기
9510,흑맥주를 좋아함,흑 맥주 좋아하
9511_0,가장대중적이고,가장 대중
9511_1,가장 익숙한맛이다,익숙 맛
9512_0,쓴맛이 덜하고,쓴맛 덜하
9513_0,맥주를 자주 마시니까 칼로리가 낮아서 부담이 없다,맥주 마시 칼로리 부담
9513_1,그러면서도 맛이 있으니까,맛
9514,톡쏘는 맛이 내입맛에 맞기때문,맛 내 입맛 때문
9515,부드럽다,부드럽
9516,다른 맥주에 비해 탄산이 많아 음료와 비슷하게 자주 맛있게 마심,맥주 비하 탄산 음료 비슷 맛있 마시
9517_0,맛이 깔끔하고,맛 깔끔
9517_1,목 넘김이 부드러워서,목 넘기 부드럽
9518,가장 보편적이라서,보편
9519_0,광고가 시원하고,광고 시원
9519_1,맛도 시원하다,맛 시원
9520_0,마시면 그냥 뭔가 청량감이 좋고,마시 뭐 청량감
9520_1,톡쏘는 것때문에 더 시원하게 느껴진다,것 때문 시원 느끼
9521,맛있어서,맛있
9522,맛있어서,맛있
9523,맛이좋다,맛
9524_0,맥주 맛이 특이하고,맥주 맛 특이
9524_1,병모양이 마음에 든다,병 모양 마음
9525_0,부드럽고,부드럽
9525_1,편안한 느낌,편안 느낌
9526,시원하다,시원
9527,맥주맛이 좋아서,맥주 맛
9528,목넘김이 좋다,목 넘기
9529,맛이나 향이 괜찮아서 먹을때 청량감이 있습니다,맛 향 괜찮 때 청량감
9530_0,자주 봐서 친숙해진 면도 있고,친숙 면
9530_1,편의점에서 쉽게 살 수 있으며 맛도 괜찮은 편이고,편의점 수 맛 괜찮 편
9530_2,무엇보다,무엇
9530_3,아사히나 기네스같은 외국맥주보다,아사히 기네스 외국 맥주
9531_0,광고도 좋고병의 디자인도 시원하게 보이는게 맛보고,광고 병 디자인 시원 보이 맛보
9531_1,싶은 욕구가 생기며 맛이 일단 깔끔합니다,욕구 생기 맛 깔끔
9532,맛있음,맛있
9533,맛이 좋으며 입맛에 맞다,맛 입맛
9534_0,과장없고,과장
9534_1,심플 이즈 베스트의 느낌이 난다,심플 이즈 베스트 느낌
9535_0,맛이 좋고,맛
9535_1,목넘김이 좋다,목 넘기
9536,쌉싸르한 맛이 좋아서,맛
9537,칼로리,칼로리
9538_0,맥주마시고나서 캬 할때 카소리가 연상되어 주류에있어 호감을 주는것같습니다,맥주 마시 때 카 소리 연상 주류 호감 것
9538_1,카스 단어도 짧고간결해 기억하기도 쉽구요,카스 단어 결 기억
9539,맛있어서,맛있
9540_0,목넘김이 좋고,목 넘기
9540_1,고소한 맛이 마니 난다,고소 맛
9541_0,맛이 깔끔한것 같고,맛 깔끔 것
9541_1,목너김도 부드러우며 처음 접한 맥주가 하이트였다,목 너 김 부드럽 처음 접하 맥주 하이트
9542,대중적이라서,대중
9543_0,마시는 맛이 좋아서 그냥 맥주만 먹어도 맛있고,마시 맛 맥주 맛있
9543_1,소맥으로 해서 먹어도 맛있는 맛,소맥 맛있 맛
9544_0,다른 맥주보다,맥주
9545_0,많이 마셔봤고,마시
9545_1,시원해서,시원
9546,맥주의 맛이 제일좋습니다,맥주 맛 제일
9547,끝맛이 좋다,끝 맛
9548,선호하는 맥주라서 상표도 좋아한다,선호 맥주 상표 좋아하
9549_0,맛이 좋고,맛
9549_1,브랜드가 잘 알려져서,브랜드 알리
9550,칼로리가 적어서 부담없어서,칼로리 부담
9551,계속 마시던것이라서,마시 것
9552,레몬한조각과 같이 마시면 너무 상큼하니 좋다,레몬 조각 마시 상큼
9553_0,다른 제품보다,제품
9553_1,쓴맛이 덜하고,쓴맛 덜하
9553_2,부드럽다,부드럽
9554,하이트가 제 입맛에 가장 맛있었습니다,하이트 입맛 맛있
9555_0,목넘김이 부드럽고,목 넘기 부드럽
9555_1,고소한맛이 일품,고소 맛 일품
9556_0,맥스 카스 보다,맥스 카스
9556_1,맛이 풍부한 느낌이 좋고,맛 풍부 느낌
9556_2,탄산이 덜한 느낌이 듬,탄산 덜하 느낌
9557,맛있어서,맛있
9558_0,목넘김이 좋고,목 넘기
9558_1,친구들과 함께하면서 마시는 맥주이기 때문에,친구 마시 맥주 때문
9559,맛이 좋아서,맛
9560,맛난다,맛나
9561,향과 맛이 좋아서,향 맛
9562_0,그냥 오래되고,오래되
9562_1,매일 먹던거라,거
9563,독특한 향과 맛이 좋아서,독특 향 맛
9564_0,특유의 오렌지 향이 난다,특유 오렌지 향
9564_1,특히 레몬을 같이 띄워 먹으면 맛있다,레몬 띄우 맛있
9565_0,홉의 향이 강해서 입안에서 오랫동안 맥주향이 지속되고,홉 향 강하 입안 오랫동안 맥주 향 지속
9565_1,탄산도 적당함,탄산 적당
9566,저렴한 가격에 톡쏘는 맥주 특유의 맛을 느낄 수 있어 자주 찾는다,저렴 가격 맥주 특유 맛 느끼 수
9567,시원해 보여서,시원
9568,독특한 오렌지향 부드러움,독특 오렌지 향 부드럽
9569,맛,맛
9570_0,주로 친구들과 만나서 밀러 매장에서 이용하는데 매장분위기도 좋고,친구 만나 밀러 매장 이용 매장 분위기
9570_1,안주고,안주
9570_2,마음에 든다,마음
9570_4,국산맥주보다,국산 맥주
9570_5,진한맛이 있다,진한 맛
9571,대중적이여서,대중
9572_0,목넘김이 너무 좋고,목 넘기
9572_1,거품이 부드럽다,거품 부드럽
9573,맛있어서,맛있
9574_0,예전에 해외출장가다가 비행기안에서 한캔을 마셨는데 그맛을 잊을수가 없다,예전 해외 출장 비행기 안 캔 마시 맛 수
9574_1,그때 먹은 맥주가 칼스버그였는데 왠지 이름이 멋져서,그때 맥주 칼스버그 이름 멋지
9575,목넘김이 좋다,목 넘기
9576,맥주가 맛있어서,맥주 맛있
9577,목넘김이며 향 등이 좋다,목 넘기 향 등
9578,무무,무무
9579,부드러움,부드럽
9580_0,시원해보였다,시원 보이
9580_1,모델이 마시는모습이,모델 마시 모습
9581,맛이 부드럽다,맛 부드럽
9582,맛이 라이트하면서도 끝맛이 좋다,맛 라이트 끝 맛
9583,맛이 깊으면서도 깔끔하다,맛 깔끔
9584_0,목넘김이 부드럽고,목 넘기 부드럽
9584_1,깔끔한 끝맛 적당히 톡쏘면서 맛이 좋음,깔끔 끝 맛 맛
9585,일단 광고가 정말 맥주가 맛있어보이게 나옴,광고 맥주 맛있 보이 나오
9586,엔젤링,엔젤 링
9587,맛이좋다,맛
9588,많은 광고노출로 인해,광고 노출 인하
9589,맛있음,맛있
9590,흑맥주의 깊은 맛이 느낄 수 있어서 좋음,흑 맥주 맛 느끼 수
9591_0,약간 쓴맛이 나는 맥주를 좋아하는데 필스너 우르켈이 딱 그맛이다,쓴맛 나 맥주 좋아하 필스너 우르켈 맛
9591_2,맥주의 깊은맛이 느껴지는 느낌이다,맥주 맛 느끼 느낌
9591_3,체코 프라하가서 먹었을때 느낌이 생각나서 또 즐겨먹는다,체코 프라하 때 느낌 생각나 즐기
9592_0,여성이 마시기에 부담이 없어서요 맛도 부드럽고,여성 마시 부담 맛 부드럽
9592_1,뒷맛도 부드럽고,뒷맛 부드럽
9592_2,거품도 많이 나고,거품
9592_3,해서 좋아함,좋아하
9593,맛이 담백해서,맛 담백
9594,부드러움,부드럽
9595_0,가격이 싼 게 영향이 크고,가격 게 영향
9595_1,다른 맥주들보다,맥주
9595_2,맛이 순해서 좋아한다,맛 순 좋아하
9596,한국적인 느낌이 강해서,한국 느낌 강하
9597,첫모금의 톡쏘는 맛,모금 맛
9598_0,광고를 보고,광고
9598_1,호기심이 생겨 마셨는데 청량감이 매우 좋고,호기심 생기 마시 청량감
9598_2,젊은세대에게 어울리는 맛이나 브랜드인것 같음,세대 어울리 맛 브랜드 것
9599_0,시원하고,시원
9599_1,깔끔한 느낌이 드는 상표입니다,깔끔 느낌 상표
9600,다른 맥주와 다른 독특한 맛이 있다,맥주 독특 맛
9601_0,맥주거품이 풍부하고,맥주 거품 풍부
9601_1,진함과 부드러움의 조화가 좋아서 향이며 맛이 캔맨주 중 가장 뛰어나다고,진하 부드럽 조화 향 맛 캔 주 중 뛰어나
9601_2,생각함,생각
9602,시원해서,시원
9603,맛이 깔끔,맛 깔끔
9604,예전에 김연아가 광고했던 맥주라서,예전 김연아 광고 맥주
9605,부드러운 맥주의 맛이 좋아서,부드럽 맥주 맛
9606,호가든 상표가 맥주의 색처럼 생겨서 맘에든다,호가든 상표 맥주 색 생기 맘
9607_0,다른것보다,것
9607_1,맛잇다,맛
9608,가벼워서 좋다,가볍
9609,맥주맛이좋아서,맥주 맛
9610,일단 TV광고에서 너무 인상적으로 남아있습니다,광고 인상
9611,어디서나 쉽게 접할 수 있다,어디 접하 수
9612_0,예쁘고,예쁘
9612_1,글씨 체가 예쁘다,글씨 체 예쁘
9612_2,먼가 여자가 좋아하는 글씨체,여자 좋아하 글씨체
9613,맥주의 맛이 진해서 입안에 오래 남는다,맥주 맛 진하 입안
9614_0,솔직히 별 다른 이유는 없고,이유
9614_1,호프집이나 집에서 마실때 보통 하이트를 많이 사서 먹어서 그렀습니다,호프 집 집 마실 때 하이트
9614_3,주변 친구들은 맛이 부드럽다고,주변 친구 맛 부드럽
9614_4,했던 기억이 나서 슈퍼에서나 마트에서 살때 하이트를 사게 됩니다,기억 나서 슈퍼 마트 살 때 하이트
9615,맛이 상쾌해서,맛 상쾌
9616,보편적임,보편
9617,깔끔하게 맛있다,깔끔 맛있
9618,맛있으니까요,맛있
9619,뭔가 중국적인 분위기,뭐 중국 분위기
9620_0,국내 맥주상표중에 많이 알려져있고,국내 맥주 상표 중 알리
9620_1,맥주맛이 좋아서,맥주 맛
9621,특유의 톡쏘는 맛이 좋음,특유 맛
9622_0,처음마실때는 뭔가 밋밋한 맛인데 뒷맛이 인상에 깊다,처음 마실 때 뭐 밋밋 맛 뒷맛 인상
9622_1,맥주중에서 좀 진하고,맥주 중 진하
9622_2,기분좋게 톡 쏘는 맛이 있다,기분 맛
9623,풍부한 거품과 부드러운 맛 엔젤링,풍부 거품 부드럽 맛 엔젤 링
9624,병맥주의 사이즈가 마음에 든다,병 맥주 사이즈 마음
9625,맛이좋다,맛
9626_0,맛도 괜찮은거 같고,맛 괜찮 거
9626_1,가격도 적당해서 즐겨마십니다,가격 적당 즐기 마시
9628_0,상표 디자인이 예쁘고,상표 디자인 예쁘
9628_1,톡톡 쏘면서 상쾌한 맛이 상표랑 잘 어울린다고,상쾌 맛 상표 어울리
9628_2,생각한다,생각
9629,맛이 깔끔해서,맛 깔끔
9630,맛,맛
9631,깔끔 시원한맛,깔끔 시원 맛
9632_0,끝맛이 부드럽고,끝 맛 부드럽
9632_1,상쾌하다,상쾌
9633_0,통에 파는게 참신하다,통 참신
9633_1,광고가 재미있다,광고 재미있
9634,광고와 맛이 좋다,광고 맛
9635,목넘김이 부드러우면서도 톡쏘는 맛이 맘에 든다,목 넘기 부드럽 맛 맘
9636,깔끔한 느낌이 있어서 좋다,깔끔 느낌
9637,맛이좋아서,맛
9639_0,특별한 이유는 없고,특별 이유
9639_1,술을 잘 못하는데 맥스는 보리로 만든맥주라서 그런지 맥주에서 보리맛이 나서 다른맥주들과는 달리 잘 넘어가서 좋습니다,술 맥스 보리 만들 맥주 그렇 맥주 보리 맛 나서 맥주 넘어가
9640,톡쏘는 맛이 좋다,맛
9641_0,맥주맛이 깊고,맥주 맛
9641_1,뒷맛이 깔끔하다,뒷맛 깔끔
9642,다른맥주에 비해서 맛이 깔끔하다,맥주 비하 맛 깔끔
9643_0,맛이 깊고,맛
9643_1,풍부하다,풍부
9644_0,카프리의 산뜻하고,카프리 산뜻
9644_1,거품이 많이 나서 굉장히 좋아합니다,거품 나서 좋아하
9644_3,많이 도수도 높지 않고,도수
9644_4,즐겨마시는 맥주중에 하나예요,즐기 마시 맥주 중 하나 예
9645,예전에 눈으로마시는 맥주라는 광고로 술을 못하는 나에게 맞는것 같다,예전 눈 마시 맥주 광고 술 나 것
9646,맛,맛
9647_0,가장 맛이 깔끔하고,맛 깔끔
9647_1,광고를 많이 봤기 때문에,광고 때문
9648,생맥주 맛이랑 흡사하다,맥주 맛
9649,카스맥주의 맛이 나에게 잘 맞는것 같아서,카스 맥주 맛 나 것
9650,전통,전통
9651,맛이 시원하다,맛 시원
9652_0,깔끔하고,깔끔
9652_1,맥주의 시원함과 잘어울린다,맥주 시원 어울리
9653_0,김수현이 선전해서 기억하고,김수현 선전 기억
9653_1,부모님이 카스를 드심 맥주맛도 나한테 맞는거같아서,부모 카스 맥주 맛 나 거
9654_0,맛이 깔끔하고,맛 깔끔
9654_1,넘김이좋다,넘기
9655_1,시원하기 때문에,시원 때문
9656,호가든 생맥주가 맛있어서,호가든 맥주 맛있
9657,칼로리,칼로리
9658,자주 눈에 띄어서,눈
9659_0,부드럽고,부드럽
9659_1,시원한 맛이 딱 내 스타일이다,시원 맛 내 스타일
9660_0,맥주맛이 강하고,맥주 맛 강하
9660_1,세련된분위기가 좋다,세련 분위기
9661_0,여성들 입맛을 고려한 맥주인 것 같음 상큼하고,여성 입맛 고려 맥주 것 상큼
9661_1,톡쏘는 맛이 좋다,맛
9662_0,호가든 그 특유의 향이 좋고,호가든 특유 향
9662_1,매우 부드럽습니다,부드럽
9663,가장 신선할거같음,신선 거
9664_0,진하고,진하
9664_1,고급맥주느낌,고급 맥주 느낌
9665,끝맛이 없다,끝 맛
9666_0,입맛에 맞음 톡쏘면서도 부드럽고,입맛 부드럽
9666_1,속이 시원해지는 느낌이 남,속 시원 느낌 남
9667,깔끔,깔끔
9668,부드러운맛,부드럽 맛
9669,대중적이어서,대중
9670,맥주가 맛나서,맥주 맛나
9671,옛날부터 평소에 마시던 것이라서,옛날 평소 마시 것
9672,상큼해서,상큼
9673_0,가볍고,가볍
9673_1,깔끔해서,깔끔
9674,호가든의 아카시아향 부드러운목넘김,호가든 아카시아 향 부드럽 목 넘기
9675,목넘김이 부드럽다,목 넘기 부드럽
9676,부드러운 맛,부드럽 맛
9677,그냥 쉽게 접할 수 있는 맥주라서,접하 수 맥주
9678,뭔가 잘넘어감,뭐 넘어가
9679,자주마셔서 습관처럼 사거나 주문하게 된다,마시 습관 주문
9680,오래전부터 먹어와서 특별하게 맛에는 민감하지는 않아요,오래전 특별 맛 민감
9681,부드러운 목넘김,부드럽 목 넘기
9682_0,탄산이 많고,탄산
9682_1,멕아향이 강하지 않고,강하
9682_2,부드러워서,부드럽
9683,다른 맥주들은 마시면 명치가 아픈 느낌이 있는데 버드와이저는 그런게 없어서 좋아한다,맥주 마시 명치 아프 느낌 버드와이저 그렇 좋아하
9684,생맥주를 먹을때 아주 내 입맛에 맞다,맥주 때 내 입맛
9685,거품이 맛잇다,거품 맛
9686,맛이 가장 청량하다,맛 청량
9687,자주 마셔서,마시
9688_0,소맥 맛이 난다,소맥 맛
9688_1,부드럽다,부드럽
9688_2,잘넘어간다,넘어가
9689,부드럽다,부드럽
9690,독특한 향이 좋아서,독특 향
9691,카스 특유의 부드러움과 함께 라이트라 칼로리 걱정없이 마실수 있어서,카스 특유 부드럽 라이트 칼로리 걱정 마시 수
9692,보리맛이 좋아서,보리 맛
9693,맛있음,맛있
9694,부드러운거 같아서 목넘김이 좋다,부드럽 거 목 넘기
9695,밀러의 부드러운 맛에 반해 상표도 함께 좋아하는것 같음,밀러 부드럽 맛 반하 상표 좋아하 것
9696,레몬넣어먹음 맛있다,레몬 맛있
9697,기네스의 맛이 잘 떠오른다,기네스 맛 떠오르
9698,부드러운 거품,부드럽 거품
9699_0,맛도 좋고,맛
9699_1,시원하게 즐길수있는 광고,시원 즐기 수 광고
9700,깔끔한 목넘김,깔끔 목 넘기
9701_0,카스가 지금 이십대인 우리 입맛에 제일 순하고,카스 이십 대 우리 입맛 제일 순하
9701_1,고소하다,고소
9702,캔 디자인이 깔끔 목넘김이 좋음,디자인 깔끔 목 넘기
9703_0,맛이 부드럽고,맛 부드럽
9703_1,목넘김이 좋음 먹어도 속이 좋음,목 넘기 속
9704_0,시원하고,시원
9704_1,맛있어서,맛있
9705_0,가장 무난한 맛과 가장 구매하기 쉽고,무난 맛 구매
9705_1,어디서든 다,어디
9705_2,팔기 때문에,때문
9706,맛이 독특하다,맛 독특
9707_0,요즘 맥주는 cass가 맛있다고,요즘 맥주 맛있
9707_1,생각함 특히 light는 칼로리 걱정을 줄여주기 때문에 더 좋아함,생각 칼로리 걱정 줄이 때문 좋아하
